ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-08-30,2020-01-23
000002,SHE,Stock,CNY,2000-01-04,2020-01-23
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2020-01-23
000005,SHE,Stock,CNY,2001-01-02,2020-01-23
000006,SHE,Stock,CNY,2018-01-01,2020-01-23
000007,SHE,Stock,CNY,2007-08-31,2020-01-23
000008,SHE,Stock,CNY,2000-01-03,2020-01-23
000009,SHE,Stock,CNY,2000-01-03,2020-01-23
000010,SHE,Stock,CNY,2007-08-31,2020-01-23
000011,SHE,Stock,CNY,2018-01-01,2020-01-23
000012,SHE,Stock,CNY,2000-01-03,2020-01-23
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2018-01-02,2020-01-23
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2018-01-01,2020-01-23
000017,SHE,Stock,CNY,2018-01-02,2020-01-23
000018,SHE,Stock,CNY,2018-01-02,2020-01-06
000019,SHE,Stock,CNY,2018-01-01,2020-01-23
000020,SHE,Stock,CNY,2007-08-31,2020-01-23
000021,SHE,Stock,CNY,2000-01-03,2020-01-23
000022,SHE,Stock,CNY,2007-08-31,2018-12-20
000023,SHE,Stock,CNY,2018-01-01,2020-01-23
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2018-01-01,2020-01-23
000026,SHE,Stock,CNY,2018-01-01,2020-01-23
000027,SHE,Stock,CNY,2000-01-03,2020-01-23
000028,SHE,Stock,CNY,2018-01-02,2020-01-23
000029,SHE,Stock,CNY,2016-09-13,2018-04-24
000030,SHE,Stock,CNY,2000-01-03,2020-01-23
000031,SHE,Stock,CNY,2009-09-01,2020-01-23
000032,SHE,Stock,CNY,2018-01-01,2020-01-23
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2017-09-28,2020-01-23
000035,SHE,Stock,CNY,2007-09-28,2020-01-23
000036,SHE,Stock,CNY,2000-01-03,2020-01-23
000037,SHE,Stock,CNY,2000-01-03,2020-01-23
000038,SHE,Stock,CNY,2013-02-08,2020-01-23
000039,SHE,Stock,CNY,2018-01-01,2020-01-23
000040,SHE,Stock,CNY,2018-01-01,2020-01-23
000042,SHE,Stock,CNY,2000-01-03,2020-01-23
000043,SHE,Stock,CNY,2000-01-03,2019-12-13
000045,SHE,Stock,CNY,2000-01-03,2020-01-23
000046,SHE,Stock,CNY,2018-01-01,2020-01-23
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2000-01-04,2020-01-23
000049,SHE,Stock,CNY,2018-01-01,2020-01-23
000050,SHE,Stock,CNY,2000-01-03,2020-01-23
000055,SHE,Stock,CNY,2000-01-03,2020-01-23
000056,SHE,Stock,CNY,2017-10-31,2020-01-23
000058,SHE,Stock,CNY,2000-01-03,2020-01-23
000059,SHE,Stock,CNY,2000-01-03,2020-01-23
000060,SHE,Stock,CNY,2018-01-01,2020-01-23
000061,SHE,Stock,CNY,2000-01-11,2020-01-23
000062,SHE,Stock,CNY,2000-01-03,2020-01-23
000063,SHE,Stock,CNY,2018-01-02,2020-01-23
000065,SHE,Stock,CNY,2018-01-01,2020-01-23
000066,SHE,Stock,CNY,2000-01-03,2020-01-23
000068,SHE,Stock,CNY,2007-08-30,2020-01-23
000069,SHE,Stock,CNY,2018-01-01,2020-01-23
000070,SHE,Stock,CNY,2018-01-01,2020-01-23
000078,SHE,Stock,CNY,2000-01-03,2020-01-23
000088,SHE,Stock,CNY,2000-01-03,2020-01-23
000089,SHE,Stock,CNY,2000-01-03,2020-01-23
000090,SHE,Stock,CNY,2018-01-01,2020-01-23
000096,SHE,Stock,CNY,2018-01-02,2020-01-23
000099,SHE,Stock,CNY,2018-01-01,2020-01-23
000100,SHE,Stock,CNY,2004-02-02,2020-01-23
000150,SHE,Stock,CNY,2000-08-08,2020-01-23
000151,SHE,Stock,CNY,2018-01-01,2020-01-23
000153,SHE,Stock,CNY,2018-01-01,2020-01-23
000155,SHE,Stock,CNY,2018-01-02,2020-01-23
000156,SHE,Stock,CNY,2018-01-01,2020-01-23
000157,SHE,Stock,CNY,2018-01-01,2020-01-23
000158,SHE,Stock,CNY,2018-01-02,2020-01-23
000159,SHE,Stock,CNY,2000-09-25,2020-01-23
000166,SHE,Stock,CNY,2018-01-01,2020-01-23
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2018-01-01,2020-01-23
000333,SHE,Stock,CNY,2000-01-03,2020-01-23
000338,SHE,Stock,CNY,2018-01-01,2020-01-23
000400,SHE,Stock,CNY,2018-01-01,2020-01-23
000401,SHE,Stock,CNY,2018-01-01,2020-01-23
000402,SHE,Stock,CNY,2000-01-03,2020-01-23
000403,SHE,Stock,CNY,2013-02-08,2020-01-23
000404,SHE,Stock,CNY,2018-01-01,2020-01-23
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2000-01-04,2020-01-23
000408,SHE,Stock,CNY,2018-01-02,2020-01-23
000409,SHE,Stock,CNY,2018-01-02,2020-01-23
000410,SHE,Stock,CNY,2000-01-03,2020-01-23
000411,SHE,Stock,CNY,2018-01-01,2020-01-23
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2000-01-03,2020-01-23
000415,SHE,Stock,CNY,2018-01-02,2020-01-23
000416,SHE,Stock,CNY,2000-01-03,2020-01-23
000417,SHE,Stock,CNY,2018-01-01,2020-01-23
000418,SHE,Stock,CNY,2000-01-03,2019-05-07
000419,SHE,Stock,CNY,2000-01-03,2020-01-23
000420,SHE,Stock,CNY,2000-01-03,2020-01-23
000421,SHE,Stock,CNY,2000-01-03,2020-01-23
000422,SHE,Stock,CNY,2018-01-02,2020-01-23
000423,SHE,Stock,CNY,2000-01-03,2020-01-23
000425,SHE,Stock,CNY,2000-01-03,2020-01-23
000426,SHE,Stock,CNY,2000-01-03,2020-01-23
000428,SHE,Stock,CNY,2000-01-03,2020-01-23
000429,SHE,Stock,CNY,2000-01-03,2020-01-23
000430,SHE,Stock,CNY,2018-01-02,2020-01-23
000488,SHE,Stock,CNY,2000-11-20,2020-01-23
000498,SHE,Stock,CNY,2018-01-01,2020-01-23
000501,SHE,Stock,CNY,2000-01-03,2020-01-23
000502,SHE,Stock,CNY,2007-08-30,2020-01-23
000503,SHE,Stock,CNY,2018-01-02,2020-01-23
000504,SHE,Stock,CNY,2007-08-30,2020-01-23
000505,SHE,Stock,CNY,2007-08-30,2020-01-23
000506,SHE,Stock,CNY,2018-01-02,2020-01-23
000507,SHE,Stock,CNY,2018-01-01,2020-01-23
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2017-07-17,2020-01-23
000510,SHE,Stock,CNY,2000-01-04,2020-01-23
000511,SHE,Stock,CNY,2017-04-28,2018-07-17
000513,SHE,Stock,CNY,2000-01-03,2020-01-23
000514,SHE,Stock,CNY,2018-01-02,2020-01-23
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2000-02-02,2020-01-23
000517,SHE,Stock,CNY,2000-01-03,2020-01-23
000518,SHE,Stock,CNY,2007-08-30,2020-01-23
000519,SHE,Stock,CNY,2018-01-01,2020-01-23
000520,SHE,Stock,CNY,2000-01-03,2020-01-23
000521,SHE,Stock,CNY,2018-01-01,2020-01-23
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2018-01-01,2020-01-23
000524,SHE,Stock,CNY,2018-01-01,2020-01-23
000525,SHE,Stock,CNY,2018-01-01,2020-01-23
000526,SHE,Stock,CNY,2007-08-30,2020-01-23
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2000-01-03,2020-01-23
000529,SHE,Stock,CNY,2018-01-01,2020-01-23
000530,SHE,Stock,CNY,2000-01-03,2020-01-23
000531,SHE,Stock,CNY,2018-01-02,2020-01-23
000532,SHE,Stock,CNY,2000-01-03,2020-01-23
000533,SHE,Stock,CNY,2018-01-02,2020-01-23
000534,SHE,Stock,CNY,2000-01-03,2020-01-23
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2000-01-03,2020-01-23
000537,SHE,Stock,CNY,2000-01-13,2020-01-23
000538,SHE,Stock,CNY,2016-02-23,2020-01-23
000539,SHE,Stock,CNY,2000-01-03,2020-01-23
000540,SHE,Stock,CNY,2017-08-18,2020-01-23
000541,SHE,Stock,CNY,2000-01-03,2020-01-23
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2018-01-01,2020-01-23
000544,SHE,Stock,CNY,2018-01-01,2020-01-23
000545,SHE,Stock,CNY,2018-01-02,2020-01-23
000546,SHE,Stock,CNY,2018-01-01,2020-01-23
000547,SHE,Stock,CNY,2007-08-30,2020-01-23
000548,SHE,Stock,CNY,2018-01-01,2020-01-23
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2018-01-01,2020-01-23
000551,SHE,Stock,CNY,2018-01-02,2020-01-23
000552,SHE,Stock,CNY,2018-01-01,2020-01-23
000553,SHE,Stock,CNY,2018-01-01,2020-01-23
000554,SHE,Stock,CNY,2018-01-02,2020-01-23
000555,SHE,Stock,CNY,2018-01-01,2020-01-23
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2020-01-23
000558,SHE,Stock,CNY,2007-08-30,2020-01-23
000559,SHE,Stock,CNY,2018-01-01,2020-01-23
000560,SHE,Stock,CNY,2018-01-01,2020-01-23
000561,SHE,Stock,CNY,2000-01-03,2020-01-23
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2018-01-01,2020-01-23
000564,SHE,Stock,CNY,2007-08-30,2020-01-23
000565,SHE,Stock,CNY,2018-01-01,2020-01-23
000566,SHE,Stock,CNY,2017-11-21,2020-01-23
000567,SHE,Stock,CNY,2018-01-01,2020-01-23
000568,SHE,Stock,CNY,2018-01-01,2020-01-23
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2000-01-03,2020-01-23
000571,SHE,Stock,CNY,2018-01-02,2020-01-23
000572,SHE,Stock,CNY,2018-01-02,2020-01-23
000573,SHE,Stock,CNY,2018-01-01,2020-01-23
000576,SHE,Stock,CNY,2007-08-30,2020-01-23
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2000-01-04,2020-01-23
000582,SHE,Stock,CNY,2018-01-01,2020-01-23
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2018-01-01,2020-01-23
000585,SHE,Stock,CNY,2007-08-30,2020-01-23
000586,SHE,Stock,CNY,2000-01-04,2020-01-23
000587,SHE,Stock,CNY,2000-01-03,2020-01-23
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2018-01-02,2020-01-23
000590,SHE,Stock,CNY,2018-01-02,2020-01-23
000591,SHE,Stock,CNY,2018-01-01,2020-01-23
000592,SHE,Stock,CNY,2015-01-05,2020-01-23
000593,SHE,Stock,CNY,2000-01-03,2020-01-23
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2000-01-03,2020-01-23
000596,SHE,Stock,CNY,2000-01-03,2020-01-23
000597,SHE,Stock,CNY,2018-01-01,2020-01-23
000598,SHE,Stock,CNY,2018-01-01,2020-01-23
000599,SHE,Stock,CNY,2018-01-01,2020-01-23
000600,SHE,Stock,CNY,2018-01-01,2020-01-23
000601,SHE,Stock,CNY,2018-01-01,2020-01-23
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2018-01-02,2020-01-23
000605,SHE,Stock,CNY,2000-01-03,2020-01-23
000606,SHE,Stock,CNY,2007-08-30,2020-01-23
000607,SHE,Stock,CNY,2000-01-03,2020-01-23
000608,SHE,Stock,CNY,2018-01-02,2020-01-23
000609,SHE,Stock,CNY,2000-01-05,2020-01-23
000610,SHE,Stock,CNY,2018-01-01,2020-01-23
000611,SHE,Stock,CNY,2018-01-02,2020-01-23
000612,SHE,Stock,CNY,2018-01-02,2020-01-23
000613,SHE,Stock,CNY,2007-08-30,2020-01-23
000615,SHE,Stock,CNY,2018-01-02,2020-01-23
000616,SHE,Stock,CNY,2007-08-30,2020-01-23
000617,SHE,Stock,CNY,2018-01-01,2020-01-23
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2000-01-03,2020-01-23
000620,SHE,Stock,CNY,2000-01-04,2020-01-23
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2020-01-23
000623,SHE,Stock,CNY,2000-01-03,2020-01-23
000625,SHE,Stock,CNY,2000-01-03,2020-01-23
000626,SHE,Stock,CNY,2018-01-02,2020-01-23
000627,SHE,Stock,CNY,2000-01-03,2020-01-23
000628,SHE,Stock,CNY,2007-08-30,2020-01-23
000629,SHE,Stock,CNY,2017-04-19,2020-01-23
000630,SHE,Stock,CNY,2000-01-03,2020-01-23
000631,SHE,Stock,CNY,2018-01-01,2020-01-23
000632,SHE,Stock,CNY,2000-01-04,2020-01-23
000633,SHE,Stock,CNY,2007-08-30,2020-01-23
000635,SHE,Stock,CNY,2018-01-01,2020-01-23
000636,SHE,Stock,CNY,2000-01-03,2020-01-23
000637,SHE,Stock,CNY,2000-01-03,2020-01-23
000638,SHE,Stock,CNY,2009-06-05,2020-01-23
000639,SHE,Stock,CNY,2018-01-01,2020-01-23
000650,SHE,Stock,CNY,2018-01-01,2020-01-23
000651,SHE,Stock,CNY,2018-01-01,2020-01-23
000652,SHE,Stock,CNY,2000-01-04,2020-01-23
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2000-01-04,2020-01-23
000656,SHE,Stock,CNY,2018-01-01,2020-01-23
000657,SHE,Stock,CNY,2018-01-02,2020-01-23
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2018-01-02,2020-01-23
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2000-01-03,2020-01-23
000662,SHE,Stock,CNY,2018-01-02,2020-01-23
000663,SHE,Stock,CNY,2000-01-03,2020-01-23
000665,SHE,Stock,CNY,2000-01-03,2020-01-23
000666,SHE,Stock,CNY,2018-01-01,2020-01-23
000667,SHE,Stock,CNY,2018-01-02,2020-01-23
000668,SHE,Stock,CNY,2018-01-01,2020-01-23
000669,SHE,Stock,CNY,2018-01-02,2020-01-23
000670,SHE,Stock,CNY,2018-01-02,2020-01-23
000671,SHE,Stock,CNY,2018-01-01,2020-01-23
000672,SHE,Stock,CNY,2000-01-03,2020-01-23
000673,SHE,Stock,CNY,2002-09-25,2020-01-23
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2018-01-01,2020-01-23
000677,SHE,Stock,CNY,2000-01-03,2020-01-23
000678,SHE,Stock,CNY,2000-01-03,2020-01-23
000679,SHE,Stock,CNY,2018-01-02,2020-01-23
000680,SHE,Stock,CNY,2018-01-01,2020-01-23
000681,SHE,Stock,CNY,2018-01-01,2020-01-23
000682,SHE,Stock,CNY,2018-01-02,2020-01-23
000683,SHE,Stock,CNY,2018-01-02,2020-01-23
000685,SHE,Stock,CNY,2018-01-01,2020-01-23
000686,SHE,Stock,CNY,2000-01-03,2020-01-23
000687,SHE,Stock,CNY,2018-01-02,2020-01-23
000688,SHE,Stock,CNY,2018-01-02,2020-01-23
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2000-01-03,2020-01-23
000691,SHE,Stock,CNY,2009-09-01,2020-01-23
000692,SHE,Stock,CNY,2018-01-02,2020-01-23
000693,SHE,Stock,CNY,2018-03-21,2019-07-08
000695,SHE,Stock,CNY,2018-01-16,2020-01-23
000697,SHE,Stock,CNY,2018-01-02,2020-01-23
000698,SHE,Stock,CNY,2018-01-01,2020-01-23
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2000-01-03,2020-01-23
000701,SHE,Stock,CNY,2000-01-03,2020-01-23
000702,SHE,Stock,CNY,2000-01-03,2020-01-23
000703,SHE,Stock,CNY,2018-01-01,2020-01-23
000705,SHE,Stock,CNY,2018-01-01,2020-01-23
000707,SHE,Stock,CNY,2018-01-02,2020-01-23
000708,SHE,Stock,CNY,2000-01-03,2020-01-23
000709,SHE,Stock,CNY,2000-01-03,2020-01-23
000710,SHE,Stock,CNY,2000-01-03,2020-01-23
000711,SHE,Stock,CNY,2018-01-02,2020-01-23
000712,SHE,Stock,CNY,2018-01-02,2020-01-23
000713,SHE,Stock,CNY,2018-01-01,2020-01-23
000715,SHE,Stock,CNY,2000-01-03,2020-01-23
000716,SHE,Stock,CNY,2018-01-02,2020-01-23
000717,SHE,Stock,CNY,2000-01-03,2020-01-23
000718,SHE,Stock,CNY,2018-01-01,2020-01-23
000719,SHE,Stock,CNY,2018-01-01,2020-01-23
000720,SHE,Stock,CNY,2007-08-30,2020-01-23
000721,SHE,Stock,CNY,2018-01-02,2020-01-23
000722,SHE,Stock,CNY,2018-01-01,2020-01-23
000723,SHE,Stock,CNY,2000-01-03,2020-01-23
000725,SHE,Stock,CNY,2001-01-11,2020-01-23
000726,SHE,Stock,CNY,2018-01-01,2020-01-23
000727,SHE,Stock,CNY,2018-01-02,2020-01-23
000728,SHE,Stock,CNY,2000-01-03,2020-01-23
000729,SHE,Stock,CNY,2000-01-03,2020-01-23
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2000-01-03,2020-01-23
000732,SHE,Stock,CNY,2018-01-01,2020-01-23
000733,SHE,Stock,CNY,2000-01-03,2020-01-23
000735,SHE,Stock,CNY,2018-01-01,2020-01-23
000736,SHE,Stock,CNY,2018-01-01,2020-01-23
000737,SHE,Stock,CNY,2007-08-30,2020-01-23
000738,SHE,Stock,CNY,2018-01-01,2020-01-23
000739,SHE,Stock,CNY,2000-01-03,2020-01-23
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2018-01-01,2020-01-23
000751,SHE,Stock,CNY,2018-01-02,2020-01-23
000752,SHE,Stock,CNY,2000-01-03,2020-01-23
000753,SHE,Stock,CNY,2018-01-01,2020-01-23
000755,SHE,Stock,CNY,2018-01-02,2020-01-23
000756,SHE,Stock,CNY,2000-01-03,2020-01-23
000757,SHE,Stock,CNY,2013-02-08,2020-01-23
000758,SHE,Stock,CNY,2018-01-01,2020-01-23
000759,SHE,Stock,CNY,2018-01-01,2020-01-23
000760,SHE,Stock,CNY,2018-01-02,2020-01-23
000761,SHE,Stock,CNY,2000-01-03,2020-01-23
000762,SHE,Stock,CNY,2018-01-02,2020-01-23
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2018-04-24,2020-01-23
000767,SHE,Stock,CNY,2000-01-03,2020-01-23
000768,SHE,Stock,CNY,2018-01-01,2020-01-23
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2018-01-01,2020-01-23
000777,SHE,Stock,CNY,2018-01-01,2020-01-23
000778,SHE,Stock,CNY,2000-01-03,2020-01-23
000779,SHE,Stock,CNY,2007-08-30,2020-01-23
000780,SHE,Stock,CNY,2000-01-03,2020-01-23
000782,SHE,Stock,CNY,2018-01-01,2020-01-23
000783,SHE,Stock,CNY,2000-01-03,2020-01-23
000785,SHE,Stock,CNY,2018-01-02,2020-01-23
000786,SHE,Stock,CNY,2018-01-01,2020-01-23
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2018-01-01,2020-01-23
000789,SHE,Stock,CNY,2018-01-01,2020-01-23
000790,SHE,Stock,CNY,2015-01-05,2020-01-23
000791,SHE,Stock,CNY,2018-01-01,2020-01-23
000792,SHE,Stock,CNY,2000-01-03,2020-01-23
000793,SHE,Stock,CNY,2018-01-02,2020-01-23
000795,SHE,Stock,CNY,2000-01-03,2020-01-23
000796,SHE,Stock,CNY,2007-08-30,2020-01-23
000797,SHE,Stock,CNY,2018-01-01,2020-01-23
000798,SHE,Stock,CNY,2018-01-02,2020-01-23
000799,SHE,Stock,CNY,2018-01-01,2020-01-23
000800,SHE,Stock,CNY,2018-01-01,2020-01-23
000801,SHE,Stock,CNY,2018-01-01,2020-01-23
000802,SHE,Stock,CNY,2018-01-01,2020-01-23
000803,SHE,Stock,CNY,2007-08-30,2020-01-23
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2020-01-23
000807,SHE,Stock,CNY,2018-01-02,2020-01-23
000809,SHE,Stock,CNY,2000-01-03,2020-01-23
000810,SHE,Stock,CNY,2018-01-01,2020-01-23
000811,SHE,Stock,CNY,2018-01-01,2020-01-23
000812,SHE,Stock,CNY,2007-08-30,2020-01-23
000813,SHE,Stock,CNY,2018-01-02,2020-01-23
000815,SHE,Stock,CNY,2000-01-03,2020-01-23
000816,SHE,Stock,CNY,2000-01-03,2020-01-23
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2018-01-01,2020-01-23
000819,SHE,Stock,CNY,2018-01-01,2020-01-23
000820,SHE,Stock,CNY,2007-08-30,2020-01-23
000821,SHE,Stock,CNY,2000-01-03,2020-01-23
000822,SHE,Stock,CNY,2018-01-01,2020-01-23
000823,SHE,Stock,CNY,2000-01-03,2020-01-23
000825,SHE,Stock,CNY,2018-01-01,2020-01-23
000826,SHE,Stock,CNY,2018-01-01,2020-01-23
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2018-01-01,2020-01-23
000829,SHE,Stock,CNY,2018-01-02,2020-01-23
000830,SHE,Stock,CNY,2000-01-03,2020-01-23
000831,SHE,Stock,CNY,2018-01-02,2020-01-23
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2018-01-01,2020-01-23
000835,SHE,Stock,CNY,2000-01-03,2020-01-23
000836,SHE,Stock,CNY,2018-01-02,2020-01-23
000837,SHE,Stock,CNY,2018-01-02,2020-01-23
000838,SHE,Stock,CNY,2018-01-01,2020-01-23
000839,SHE,Stock,CNY,2000-01-03,2020-01-23
000848,SHE,Stock,CNY,2018-01-01,2020-01-23
000850,SHE,Stock,CNY,2018-01-01,2020-01-23
000851,SHE,Stock,CNY,2018-01-02,2020-01-23
000852,SHE,Stock,CNY,2000-01-03,2020-01-23
000856,SHE,Stock,CNY,2000-01-03,2020-01-23
000858,SHE,Stock,CNY,2018-01-01,2020-01-23
000859,SHE,Stock,CNY,2018-01-01,2020-01-23
000860,SHE,Stock,CNY,2000-01-03,2020-01-23
000861,SHE,Stock,CNY,2018-01-01,2020-01-23
000862,SHE,Stock,CNY,2018-01-02,2020-01-23
000863,SHE,Stock,CNY,2018-01-02,2020-01-23
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2018-01-02,2020-01-23
000869,SHE,Stock,CNY,2018-01-01,2020-01-23
000875,SHE,Stock,CNY,2007-08-30,2020-01-23
000876,SHE,Stock,CNY,2018-01-01,2020-01-23
000877,SHE,Stock,CNY,2018-01-01,2020-01-23
000878,SHE,Stock,CNY,2018-01-02,2020-01-23
000880,SHE,Stock,CNY,2018-01-01,2020-01-23
000881,SHE,Stock,CNY,2000-01-03,2020-01-23
000882,SHE,Stock,CNY,2018-01-02,2020-01-23
000883,SHE,Stock,CNY,2018-01-01,2020-01-23
000885,SHE,Stock,CNY,2018-01-02,2020-01-23
000886,SHE,Stock,CNY,2018-01-01,2020-01-23
000887,SHE,Stock,CNY,2018-01-01,2020-01-23
000888,SHE,Stock,CNY,2018-01-01,2020-01-23
000889,SHE,Stock,CNY,2015-01-05,2020-01-23
000890,SHE,Stock,CNY,2018-01-02,2020-01-23
000892,SHE,Stock,CNY,2008-04-24,2020-01-23
000893,SHE,Stock,CNY,2018-01-02,2020-01-23
000895,SHE,Stock,CNY,2018-01-01,2020-01-23
000897,SHE,Stock,CNY,2018-01-02,2020-01-23
000898,SHE,Stock,CNY,2018-01-01,2020-01-23
000899,SHE,Stock,CNY,2018-01-01,2020-01-23
000900,SHE,Stock,CNY,2017-10-26,2020-01-23
000901,SHE,Stock,CNY,2018-01-01,2020-01-23
000902,SHE,Stock,CNY,2018-01-01,2020-01-23
000903,SHE,Stock,CNY,2018-01-01,2020-01-23
000905,SHE,Stock,CNY,2000-01-03,2020-01-23
000906,SHE,Stock,CNY,2000-01-03,2020-01-23
000908,SHE,Stock,CNY,2000-01-03,2020-01-23
000909,SHE,Stock,CNY,2018-01-02,2020-01-23
000910,SHE,Stock,CNY,2018-01-01,2020-01-23
000911,SHE,Stock,CNY,2000-01-03,2020-01-23
000912,SHE,Stock,CNY,2007-08-30,2020-01-23
000913,SHE,Stock,CNY,2018-01-02,2020-01-23
000915,SHE,Stock,CNY,2000-01-03,2020-01-23
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2000-01-04,2020-01-23
000918,SHE,Stock,CNY,2018-01-02,2020-01-23
000919,SHE,Stock,CNY,2018-01-01,2020-01-23
000920,SHE,Stock,CNY,2018-01-01,2020-01-23
000921,SHE,Stock,CNY,2018-01-01,2020-01-23
000922,SHE,Stock,CNY,2018-01-02,2020-01-23
000923,SHE,Stock,CNY,2018-01-01,2020-01-23
000925,SHE,Stock,CNY,2018-01-02,2020-01-23
000926,SHE,Stock,CNY,2000-01-03,2020-01-23
000927,SHE,Stock,CNY,2018-01-02,2020-01-23
000928,SHE,Stock,CNY,2018-01-01,2020-01-23
000929,SHE,Stock,CNY,2018-01-02,2020-01-23
000930,SHE,Stock,CNY,2017-10-23,2020-01-23
000931,SHE,Stock,CNY,2000-01-03,2020-01-23
000932,SHE,Stock,CNY,2018-01-01,2020-01-23
000933,SHE,Stock,CNY,2018-01-01,2020-01-23
000935,SHE,Stock,CNY,2018-01-02,2020-01-23
000936,SHE,Stock,CNY,2018-01-01,2020-01-23
000937,SHE,Stock,CNY,2000-01-03,2020-01-23
000938,SHE,Stock,CNY,2000-01-03,2020-01-23
000939,SHE,Stock,CNY,2007-08-30,2019-04-26
000948,SHE,Stock,CNY,2000-01-03,2020-01-23
000949,SHE,Stock,CNY,2018-01-01,2020-01-23
000950,SHE,Stock,CNY,2017-04-25,2020-01-23
000951,SHE,Stock,CNY,2018-01-01,2020-01-23
000952,SHE,Stock,CNY,2018-01-02,2020-01-23
000953,SHE,Stock,CNY,2018-01-02,2020-01-23
000955,SHE,Stock,CNY,2000-01-03,2020-01-23
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2018-01-02,2020-01-23
000958,SHE,Stock,CNY,2000-01-03,2020-01-23
000959,SHE,Stock,CNY,2000-01-03,2020-01-23
000960,SHE,Stock,CNY,2018-01-02,2020-01-23
000961,SHE,Stock,CNY,2000-02-29,2020-01-23
000962,SHE,Stock,CNY,2018-01-02,2020-01-23
000963,SHE,Stock,CNY,2000-01-26,2020-01-23
000965,SHE,Stock,CNY,2018-01-01,2020-01-23
000966,SHE,Stock,CNY,2000-03-15,2020-01-23
000967,SHE,Stock,CNY,2000-03-29,2020-01-23
000968,SHE,Stock,CNY,2018-01-01,2020-01-23
000969,SHE,Stock,CNY,2018-01-02,2020-01-23
000970,SHE,Stock,CNY,2000-04-19,2020-01-23
000971,SHE,Stock,CNY,2018-01-02,2020-01-23
000972,SHE,Stock,CNY,2018-01-02,2020-01-23
000973,SHE,Stock,CNY,2000-05-24,2020-01-23
000975,SHE,Stock,CNY,2018-01-02,2020-01-23
000976,SHE,Stock,CNY,2000-06-07,2020-01-23
000977,SHE,Stock,CNY,2018-01-01,2020-01-23
000978,SHE,Stock,CNY,2018-01-01,2020-01-23
000979,SHE,Stock,CNY,2008-01-17,2018-12-27
000980,SHE,Stock,CNY,2000-06-15,2020-01-23
000981,SHE,Stock,CNY,2018-01-02,2020-01-23
000982,SHE,Stock,CNY,2018-01-02,2020-01-23
000983,SHE,Stock,CNY,2000-07-25,2020-01-23
000985,SHE,Stock,CNY,2018-01-02,2020-01-23
000987,SHE,Stock,CNY,2000-07-17,2020-01-23
000988,SHE,Stock,CNY,2018-01-01,2020-01-23
